[*] Start mutation process:
   - targets: mutatest
   - tests: ./mutatest/tests_50
[*] 95 tests passed:
   - tests_50.all_op_types [1.77136 s]
   - tests_50.conftest [0.30002 s]
   - tests_50.test_api [1.62358 s]
   - tests_50.test_cache [1.68239 s]
   - tests_50.test_cli [2.52973 s]
   - tests_50.test_transformers [1.61822 s]
[*] Start mutants generation and execution:
   - [# 285] CRP mutatest.cli: [2.39476 s] survived
   - [# 286] CRP mutatest.cli: [3.59638 s] survived
   - [# 287] CRP mutatest.cli: [3.57330 s] survived
   - [# 288] CRP mutatest.cli: [3.65564 s] survived
   - [# 289] CRP mutatest.cli: [3.61845 s] survived
   - [# 290] CRP mutatest.cli: [2.37731 s] survived
   - [# 291] CRP mutatest.cli: [3.65535 s] survived
   - [# 292] CRP mutatest.cli: [3.67513 s] survived
   - [# 293] CRP mutatest.cli: [3.64071 s] survived
   - [# 294] CRP mutatest.cli: [3.58536 s] survived
   - [# 295] CRP mutatest.cli: [2.36690 s] survived
   - [# 296] CRP mutatest.cli: [3.60848 s] survived
   - [# 297] CRP mutatest.cli: [3.78314 s] survived
   - [# 298] CRP mutatest.cli: [2.67540 s] survived
   - [# 299] CRP mutatest.cli: [3.66589 s] survived
   - [# 300] CRP mutatest.cli: [3.64566 s] survived
   - [# 301] CRP mutatest.cli: [3.62668 s] survived
   - [# 302] CRP mutatest.cli: [3.65895 s] survived
   - [# 303] CRP mutatest.cli: [2.43546 s] survived
   - [# 304] CRP mutatest.cli: [3.68592 s] survived
   - [# 305] CRP mutatest.cli: [3.61222 s] survived
   - [# 306] CRP mutatest.cli: [2.44083 s] survived
   - [# 307] CRP mutatest.cli: [3.56693 s] survived
   - [# 308] CRP mutatest.cli: [3.60440 s] survived
   - [# 309] CRP mutatest.cli: [3.73118 s] survived
   - [# 310] CRP mutatest.cli: [3.72243 s] survived
   - [# 311] CRP mutatest.cli: [2.35520 s] survived
   - [# 312] CRP mutatest.cli: [3.59544 s] survived
   - [# 313] CRP mutatest.cli: [3.59483 s] survived
   - [# 314] CRP mutatest.cli: [3.67420 s] survived
   - [# 315] CRP mutatest.cli: [3.72603 s] survived
   - [# 316] CRP mutatest.cli: [2.30474 s] survived
   - [# 317] CRP mutatest.cli: [3.60147 s] survived
   - [# 318] CRP mutatest.cli: [3.62762 s] survived
   - [# 319] CRP mutatest.cli: [3.65754 s] survived
   - [# 320] CRP mutatest.cli: [3.58585 s] survived
   - [# 321] CRP mutatest.cli: [2.42332 s] survived
   - [# 322] CRP mutatest.cli: [3.58414 s] survived
   - [# 323] CRP mutatest.cli: [3.68663 s] survived
   - [# 324] CRP mutatest.cli: [3.69362 s] survived
   - [# 325] CRP mutatest.cli: [3.58674 s] survived
   - [# 326] CRP mutatest.cli: [2.54182 s] survived
   - [# 327] CRP mutatest.cli: [3.76561 s] survived
   - [# 328] CRP mutatest.cli: [3.62189 s] survived
   - [# 329] CRP mutatest.cli: [2.64313 s] survived
   - [# 330] CRP mutatest.cli: [3.63780 s] survived
   - [# 331] CRP mutatest.cli: [3.69381 s] survived
   - [# 332] CRP mutatest.cli: [2.67149 s] survived
   - [# 333] CRP mutatest.cli: [3.67035 s] survived
   - [# 334] CRP mutatest.cli: [2.40876 s] survived
   - [# 335] CRP mutatest.cli: [3.54567 s] survived
   - [# 336] CRP mutatest.cli: [3.55482 s] survived
   - [# 337] CRP mutatest.cli: [3.67308 s] survived
   - [# 338] CRP mutatest.cli: [3.60347 s] survived
   - [# 339] CRP mutatest.cli: [2.37699 s] survived
   - [# 340] CRP mutatest.cli: [3.57203 s] survived
   - [# 341] CRP mutatest.cli: [3.59734 s] survived
   - [# 342] CRP mutatest.cli: [3.67857 s] survived
   - [# 343] CRP mutatest.cli: [3.60217 s] survived
   - [# 344] CRP mutatest.cli: [3.71574 s] survived
   - [# 345] CRP mutatest.cli: [3.66317 s] survived
   - [# 346] CRP mutatest.cli: [3.64158 s] survived
   - [# 347] CRP mutatest.cli: [3.66656 s] survived
   - [# 348] CRP mutatest.cli: [3.80059 s] survived
   - [# 349] CRP mutatest.cli: [2.51180 s] survived
   - [# 350] CRP mutatest.cli: [3.77892 s] survived
   - [# 351] CRP mutatest.cli: [3.73327 s] survived
   - [# 352] CRP mutatest.cli: [2.41187 s] survived
   - [# 353] CRP mutatest.cli: [3.81122 s] survived
   - [# 354] CRP mutatest.cli: [2.26565 s] survived
   - [# 355] CRP mutatest.cli: [3.55306 s] survived
   - [# 356] CRP mutatest.cli: [3.55821 s] survived
   - [# 357] CRP mutatest.cli: [3.67608 s] survived
   - [# 358] CRP mutatest.cli: [3.71518 s] survived
   - [# 359] CRP mutatest.cli: [2.36777 s] survived
   - [# 360] CRP mutatest.cli: [3.60083 s] survived
   - [# 361] CRP mutatest.cli: [3.58540 s] survived
   - [# 362] CRP mutatest.cli: [3.63245 s] survived
   - [# 363] CRP mutatest.cli: [3.62539 s] survived
   - [# 364] CRP mutatest.cli: [2.32097 s] survived
   - [# 365] CRP mutatest.cli: [3.61975 s] survived
   - [# 366] CRP mutatest.cli: [3.60009 s] survived
   - [# 367] CRP mutatest.cli: [3.67309 s] survived
   - [# 368] CRP mutatest.cli: [3.54664 s] survived
   - [# 369] CRP mutatest.cli: [2.45428 s] survived
   - [# 370] CRP mutatest.cli: [3.61007 s] survived
   - [# 371] CRP mutatest.cli: [3.61754 s] survived
   - [# 372] CRP mutatest.cli: [3.67321 s] survived
   - [# 373] CRP mutatest.cli: [3.59349 s] survived
   - [# 374] CRP mutatest.cli: [2.42532 s] survived
   - [# 375] CRP mutatest.cli: [3.58960 s] survived
   - [# 376] CRP mutatest.cli: [3.57412 s] survived
   - [# 377] CRP mutatest.cli: [3.69644 s] survived
   - [# 378] CRP mutatest.cli: [3.63057 s] survived
   - [# 379] CRP mutatest.cli: [2.43327 s] survived
   - [# 380] CRP mutatest.cli: [3.60726 s] survived
   - [# 381] CRP mutatest.cli: [3.59370 s] survived
   - [# 382] CRP mutatest.cli: [2.49328 s] survived
   - [# 383] CRP mutatest.cli: [3.64329 s] survived
   - [# 384] CRP mutatest.cli: [2.36902 s] survived
   - [# 385] CRP mutatest.cli: [3.61166 s] survived
   - [# 386] CRP mutatest.cli: [3.64707 s] survived
   - [# 387] CRP mutatest.cli: [3.63150 s] survived
   - [# 388] CRP mutatest.cli: [3.67862 s] survived
   - [# 389] CRP mutatest.cli: [2.27994 s] survived
   - [# 390] CRP mutatest.cli: [3.58315 s] survived
   - [# 391] CRP mutatest.cli: [3.60991 s] survived
   - [# 392] CRP mutatest.cli: [3.68467 s] survived
   - [# 393] CRP mutatest.cli: [3.57433 s] survived
   - [# 394] CRP mutatest.cli: [2.43008 s] survived
   - [# 395] CRP mutatest.cli: [3.54442 s] survived
   - [# 396] CRP mutatest.cli: [3.59389 s] survived
   - [# 397] CRP mutatest.cli: [3.66657 s] survived
   - [# 398] CRP mutatest.cli: [3.72027 s] survived
   - [# 399] CRP mutatest.cli: [3.66804 s] survived
   - [# 400] CRP mutatest.cli: [3.69346 s] survived
   - [# 401] CRP mutatest.cli: [3.62963 s] survived
   - [# 402] CRP mutatest.cli: [2.47403 s] survived
   - [# 403] CRP mutatest.cli: [3.57364 s] survived
   - [# 404] CRP mutatest.cli: [3.62750 s] survived
   - [# 405] CRP mutatest.cli: [3.69322 s] survived
   - [# 406] CRP mutatest.cli: [3.71971 s] survived
   - [# 407] CRP mutatest.cli: [3.58505 s] survived
   - [# 408] CRP mutatest.cli: [3.63623 s] survived
   - [# 409] CRP mutatest.cli: [3.59570 s] survived
   - [# 410] CRP mutatest.cli: [2.62012 s] survived
   - [# 411] CRP mutatest.cli: [3.58269 s] survived
   - [# 412] CRP mutatest.cli: [3.67066 s] survived
   - [# 413] CRP mutatest.cli: [3.62276 s] survived
   - [# 414] CRP mutatest.cli: [3.56763 s] survived
   - [# 415] CRP mutatest.cli: [2.62217 s] survived
   - [# 416] CRP mutatest.cli: [3.55698 s] survived
   - [# 417] CRP mutatest.cli: [3.59586 s] survived
   - [# 418] CRP mutatest.cli: [3.77500 s] survived
   - [# 419] CRP mutatest.cli: [3.64067 s] survived
   - [# 420] CRP mutatest.cli: [2.60080 s] survived
   - [# 421] CRP mutatest.cli: [3.57505 s] survived
   - [# 422] CRP mutatest.cli: [3.57708 s] survived
   - [# 423] CRP mutatest.cli: [3.65730 s] survived
   - [# 424] CRP mutatest.cli: [3.69001 s] survived
   - [# 425] CRP mutatest.cli: [2.61932 s] survived
   - [# 426] CRP mutatest.cli: [3.60235 s] survived
   - [# 427] CRP mutatest.cli: [3.61894 s] survived
   - [# 428] CRP mutatest.cli: [3.58021 s] survived
   - [# 429] CRP mutatest.cli: [3.59109 s] survived
   - [# 430] CRP mutatest.cli: [2.53176 s] survived
   - [# 431] CRP mutatest.cli: [3.60273 s] survived
